business_id,comment_star,average_stars,review_count,BusinessAcceptsCreditCards,BikeParking,RestaurantsReservations,HasTV,Alcohol,RestaurantsGoodForGroups,WiFi,garage,street,lot,valet,dinner,Total_hour,acceptable_noise,upscale_classy
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,5,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,2,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,3,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,4,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
vC2qm1y3Au5czBtbhc-DNw,1,3,167,1,1,1,1,1,1,0,0,1,1,0,1,35,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,4,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,4,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,4,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,2,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,2,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,4,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,4,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,4,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,2,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,4,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,2,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,2,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,4,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,2,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,2,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,5,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,3,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
DzpaiMQnB_sNhZPrgdvKHg,1,3.5,163,1,1,0,0,0,1,1,0,0,1,0,1,54,1,0
