review_id,user_id,business_id,stars_x,date,text,index,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,categories,hours,GoodForKids,BusinessAcceptsCreditCards,WheelchairAccessible,RestaurantsReservations,RestaurantsPriceRange2,OutdoorSeating,RestaurantsDelivery,Alcohol,HasTV,Caters,RestaurantsGoodForGroups,NoiseLevel,RestaurantsAttire,BikeParking,WiFi,RestaurantsTakeOut,BusinessAcceptsBitcoin,HappyHour,RestaurantsTableService,ByAppointmentOnly,BestNights,Music,GoodForDancing,DogsAllowed,CoatCheck,Smoking,DriveThru,AcceptsInsurance,Corkage,BYOB,BYOBCorkage,DietaryRestrictions,RestaurantsCounterService,Open24Hours,HairSpecializesIn,garage,street,validated,lot,valet,dessert,latenight,lunch,dinner,brunch,breakfast,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Fm5gUDTRwrHhKuLZLi0BsA,k2HNa9ayklu4nSIqmUOlGA,1CRaUspmxoegNBUnLkBAyA,5,2012-03-20 17:02:01,"This place is a great little hole in the wall chinese resturant. There is nothing fancy about this resturant but the food is outstanding, the service is friendly and fast, and it is cheap.",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
cDBN1TFBUSLafXGuo7MKog,I910imrpkNAfHCmjm1gwYQ,1CRaUspmxoegNBUnLkBAyA,4,2014-11-25 18:36:42,"MY NEW FAVORITE CHINESE RESTAURANT! !!!!    NOT......  I left the following review yesterday and ordered $50 worth of takeout that night.  To stay mistake would be an insult to mistakes everywhere.

Ate there when I found a menu in my door (which I hate).  BEYOND pleasantly surprised. 

I order from there CONSTANTLY and neither me or my family has EVER had a bad thing off the menu

Mai Fun is my favorite.   AND.....just like you can get a side order of egg Foo young gravy,  at Li, you can get a side of General Tso's sauce!!!!!!!!

AND you can order online.   I've been in a few times when just passing by and their children work there too.  And they couldn't be more pleasant

Would have been a 5 star rating but I still hate the delivery times...about 45-60 minutes and I'm right off Mascoutah Ave. .

Oh well, no one has it all, right?  And I'll take quality over an extra 15-30 minutes any day

So.....we ordered food for 8 people.  All the people that got fried rice, said it was horrible...like a big box of flavorless grease.  One person, who hit extra extra hot Kung pal chicken, said it was to flavor and spice what rice cakes is to fat...I got my Mai Fun.  It was someone else's Fun.  Because it wasn't mine.  Dumplings were HORRIBLE.

AND THEN INMADE THE MISTAKE OF CALLING THIS MORNING TO TALK TO SOMEONE IN CHARGE.  THEY COULDN'T have cared less.  And the height of their disinterest was that they would replace the food with $5 off my order if and only if, I ordered RIGHT THEN.......today is the day before Thanksgiving and I'm running like 10 million errands IN MY CAR

I said all that to say this......I have no job but I'm willing to pay people NOT TO PATRONIZE THIS ESTABLISHMENT.  That's how strongly I feel about it.

Back to picking up my own Chinese with phone orders at the place off Carlyle by Schnucks",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
WGci8RxNGbxql7VeZsUQKw,efZ3lgvDWfq4-U6U-q-2lA,1CRaUspmxoegNBUnLkBAyA,3,2012-05-28 00:52:39,"I don't really think this place deserves a five star rating unless your basing it on speed of service, price, and portion amount.  As far as taste goes, yes the wonton soup was delicious and so was the sesame chicken.  The Chicken Lo Mein was nothing to run their screaming for it was a little bland and I absolutely dislike their fried rice.  Yes it has pork in it, i know you don't get that in too many places, but it had absolutely no flavor what so ever.

The egg roll was ginormous, i mean seriously massive.  it was just okay, i would not get again, but it was big enough to almost fill me up alone.

The portions were huge! I think it could feed four easy off one plate, so beware.

They have the standard pictures you see at any eat in and takeout chinese strip mall place.  Take that picture and double the size that is what you get for $6.99, amazing deal.

i do know they say they have 25 plates for lunch for 5.99 includes soup, egg roll and a soda, if you don't want a soda its only 4.99.  I'm assuming the portion size isn't much smaller than the dinner size according to the other reviews.

All in all i don't really think i will come back here, it isn't just my go to place.  I still have yet to find that place in the metroeast, the closest i have came for chinese is House of Hunan in ofallon and Sala Thai for thai food.",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
bw-OcbIMrFUMPngwKdxiCw,rUbv2Kmho5xU_-WTt4DrVg,1CRaUspmxoegNBUnLkBAyA,1,2016-08-21 18:43:50,"Order only dishes without meat! We ordered Beef and Broccoli and Curry Chicken, whatever the substance they call chicken was flat, fatty and without texture! Beef was the same. Will never order there again, seek out other Chinese Restaurants.",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
otKF8cBMSC0kARaBGLMHtg,SScsej57cwF1LPavOA1M9w,1CRaUspmxoegNBUnLkBAyA,1,2013-09-30 22:34:17,"Food was horrible. It had an ammonia like taste. Delivery guy was completely filthy and lied about the tip causing us to pay the delivery charge plus a double tip. We looked at each other after a couple bites and agreed to throw the rest away

I really need to start looking at the dates on good reviews when trying to find a place. All of the good reviews are old. Maybe this used to be a good Chinese place. Not any more",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
bqQfqG8OpYrMP50QMGGJzg,CC2A0iPGQlRAC9iig5D6Pw,1CRaUspmxoegNBUnLkBAyA,4,2018-06-22 00:25:17,"So much better than the China King across from Hucks.
Food is hot and they deliver",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
UfBfA3iPYkxhee7-vOfKKA,3oqLoKQhTWf05Mi2oxcu2g,1CRaUspmxoegNBUnLkBAyA,4,2017-06-12 01:14:16,"Very happy that they deliver to my house which is about 5 miles away. The food arrived hot and in a reasonable time. The lo mein was really great, the pork fried rice was the best I have had around here and the beef and broccoli was nice and fresh. The only thing that could have been better was the cashew chicken. There were very limited cashews but the flavor was good. We will order from them again for sure",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
MNdfAqt6cq5YQySFMphSlw,rUbv2Kmho5xU_-WTt4DrVg,1CRaUspmxoegNBUnLkBAyA,1,2016-08-22 20:14:50,"Ordered the beef & broccoli and curry chicken, both the meats were disgusting. Chicken was flat, fatty and without texture, beef was the same. If you must eat there...,go veggie only!",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
NbU47uGO7biBYHa_RG5qAQ,kdCAj7q1XaQRN6dU0jbqWA,1CRaUspmxoegNBUnLkBAyA,4,2014-08-29 00:52:40,I have ordered a few times.  A friend of ours recommended this place to us. The pan fried dumplings were small and dried out. The lo mein was really good.  I ordered general Taos chicken.  I ordered it spicy.  It was good but not spicy. Hubby ordered szechuan steak and although good not spicy enough for us. My mom ordered shrimp curry now this was fantastic.  Nice flavor.  Big shrimp awesome!  We ordered delivery and the driver brought her lil girl with her who handed us a free 2 liter of soda.  Can I just say awwww.. the people on the phone were polite and courteous.  Definitely worth trying,2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
gOkO6fEcHMkL8j07B70d9Q,COBrHxEhDnz5nMukMs7eMw,1CRaUspmxoegNBUnLkBAyA,5,2017-05-11 23:33:30,"This place has to be my favorite Chinese joint! Ordered here probably 7 times and Everytime is great. Hubby loves steamed dumplings and so do I. Fried chicken, chicken on a stick are fabulous! My delivery times are awesome. It took maybe 20 minutes. Best general chicken in town! You won't be sorry with this decision! Great job Li Chinese!",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
4OfApVIYj9xBMWT6uP7D9A,YrqMUXI2-ZoB93zvbwDFhg,1CRaUspmxoegNBUnLkBAyA,5,2012-04-22 19:46:53,"When we moved from California, I was quite disappointed not to find good Chinese take-out in the area. I've eaten and tried each one of them nothing comes close to real Chinese food until tried Li Chinese restaurant. They just opened a few months ago and always pass by when I go to Schnuck's, and after trying it I've been hooked! Their house special fried rice is amazing, even better than the one's I tried in well known St. Louis Chinese food. Give them a try, they're the best in the area.

I wonder why yelp deleted my honest review. I am not a robot. Someone or a competitor restaurant  flagged my review somehow.",2828,Li Chinese Reaturant,2659 N Illinois St,Swansea,IL,62226,38.5443273542,-89.9841293629,3.0,27,1,"Chinese, Restaurants","{'Monday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:30-22:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'quiet',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:30-22:0
